Industry,Year,Country,Code,GDP,Growth,CPI,Imports,Exports,Population,name,Turnover
Newspaper and book retailing,1992,Australia,AUS,324878105052.68,0.442615830244435,62.3048907388137,16.4189385923175,16.6914039660164,17495000,Adjusted_turnover,4671.543382045932
Newspaper and book retailing,1993,Australia,AUS,311528948847.667,4.0390788740615,63.3975026014568,17.8946157593692,17.5736634127858,17667000,Turnover,2983.7
Newspaper and book retailing,1993,Australia,AUS,311528948847.667,4.0390788740615,63.3975026014568,17.8946157593692,17.5736634127858,17667000,Adjusted_turnover,4706.336807550268
Newspaper and book retailing,1994,Australia,AUS,322201314424.075,3.97853397066716,64.6462018730489,18.5214131428989,18.0058916739311,17855000,Turnover,3269.4
Newspaper and book retailing,1994,Australia,AUS,322201314424.075,3.97853397066716,64.6462018730489,18.5214131428989,18.0058916739311,17855000,Adjusted_turnover,5057.373682092557
Newspaper and book retailing,1995,Australia,AUS,367216364716.365,3.8293687531652,67.6378772112383,19.8846667893329,17.9168848710084,18072000,Turnover,3321.7
Newspaper and book retailing,1995,Australia,AUS,367216364716.365,3.8293687531652,67.6378772112383,19.8846667893329,17.9168848710084,18072000,Adjusted_turnover,4911.005692307691
Newspaper and book retailing,1996,Australia,AUS,400302731411.229,3.87863127139082,69.4068678459938,19.3931375912388,18.9391943502546,18311000,Turnover,3256.5
Newspaper and book retailing,1996,Australia,AUS,400302731411.229,3.87863127139082,69.4068678459938,19.3931375912388,18.9391943502546,18311000,Adjusted_turnover,4691.898800599697
Newspaper and book retailing,1997,Australia,AUS,434568007512.913,3.96642048968603,69.5629552549428,18.9000001800858,19.1748110450196,18517000,Turnover,3203.3
Newspaper and book retailing,1997,Australia,AUS,434568007512.913,3.96642048968603,69.5629552549428,18.9000001800858,19.1748110450196,18517000,Adjusted_turnover,4604.893492894538
Newspaper and book retailing,1998,Australia,AUS,398899138574.239,4.57673936435452,70.1612903225807,20.4748536380903,19.5955769201339,18711000,Turnover,3163.8
Newspaper and book retailing,1998,Australia,AUS,398899138574.239,4.57673936435452,70.1612903225807,20.4748536380903,19.5955769201339,18711000,Adjusted_turnover,4509.324137931031
Newspaper and book retailing,1999,Australia,AUS,388395162301.04,5.01806394269731,71.2018730489074,20.8021606935129,18.3539555437955,18926000,Turnover,3368.4
Newspaper and book retailing,1999,Australia,AUS,388395162301.04,5.01806394269731,71.2018730489074,20.8021606935129,18.3539555437955,18926000,Adjusted_turnover,4730.774424552429
Newspaper and book retailing,2000,Australia,AUS,415034227218.489,3.94318908229896,74.3756503642039,21.6041545927346,19.4434818925066,19153000,Turnover,3288.8
Newspaper and book retailing,2000,Australia,AUS,415034227218.489,3.94318908229896,74.3756503642039,21.6041545927346,19.4434818925066,19153000,Adjusted_turnover,4421.877299755162
Newspaper and book retailing,2001,Australia,AUS,378215090694.43,1.93310572881344,77.6534859521332,22.1489118374042,22.2351816063772,19413000,Turnover,3364
Newspaper and book retailing,2001,Australia,AUS,378215090694.43,1.93310572881344,77.6534859521332,22.1489118374042,22.2351816063772,19413000,Adjusted_turnover,4332.065661641541
Newspaper and book retailing,2002,Australia,AUS,394486709920.469,4.00302228370373,79.9687825182102,20.7912269229902,20.7831361256753,19651400,Turnover,3699.5
Newspaper and book retailing,2002,Australia,AUS,394486709920.469,4.00302228370373,79.9687825182102,20.7912269229902,20.7831361256753,19651400,Adjusted_turnover,4626.180221210149
Newspaper and book retailing,2003,Australia,AUS,466294700058.241,2.98574490463473,82.1540062434963,21.20985026754,19.1030041417487,19895400,Turnover,3770.4
Newspaper and book retailing,2003,Australia,AUS,466294700058.241,2.98574490463473,82.1540062434963,21.20985026754,19.1030041417487,19895400,Adjusted_turnover,4589.429259024702
Newspaper and book retailing,2004,Australia,AUS,611904253805.662,4.00110552014283,84.0790842872008,19.936527496033,17.2197648262353,20127400,Turnover,4160.4
Newspaper and book retailing,2004,Australia,AUS,611904253805.662,4.00110552014283,84.0790842872008,19.936527496033,17.2197648262353,20127400,Adjusted_turnover,4948.198514851487
Newspaper and book retailing,2005,Australia,AUS,692641708013.833,3.1903163404162602,86.3423517169615,21.0293134437218,18.2853024685462,20394800,Turnover,4303.8
Newspaper and book retailing,2005,Australia,AUS,692641708013.833,3.1903163404162602,86.3423517169615,21.0293134437218,18.2853024685462,20394800,Adjusted_turnover,4984.5758360952095
Newspaper and book retailing,2006,Australia,AUS,745521862833.184,2.83423251220411,89.4120707596254,21.7258081848393,19.9081266903614,20697900,Turnover,4082.2
Newspaper and book retailing,2006,Australia,AUS,745521862833.184,2.83423251220411,89.4120707596254,21.7258081848393,19.9081266903614,20697900,Adjusted_turnover,4565.602793133547
Newspaper and book retailing,2007,Australia,AUS,851962785585.303,3.77732902959087,91.4932362122789,21.8769841818375,20.2305682650706,20827600,Turnover,4188.3
Newspaper and book retailing,2007,Australia,AUS,851962785585.303,3.77732902959087,91.4932362122789,21.8769841818375,20.2305682650706,20827600,Adjusted_turnover,4577.715439294852
Newspaper and book retailing,2008,Australia,AUS,1052584601611.46,3.65776675972091,95.4734651404787,22.7390989651597,20.1886986630513,21249200,Turnover,4747.9
Newspaper and book retailing,2008,Australia,AUS,1052584601611.46,3.65776675972091,95.4734651404787,22.7390989651597,20.1886986630513,21249200,Adjusted_turnover,4973.004795640325
Newspaper and book retailing,2009,Australia,AUS,926448240318.068,1.92272729288334,97.1644120707596,22.8264756791295,23.0385074489272,21691700,Turnover,4259.3
Newspaper and book retailing,2009,Australia,AUS,926448240318.068,1.92272729288334,97.1644120707596,22.8264756791295,23.0385074489272,21691700,Adjusted_turnover,4383.600856760377
Newspaper and book retailing,2010,Australia,AUS,1144260547872.81,2.05294200395332,100,20.8738652537682,19.842519200141,22031750,Turnover,4585.9
Newspaper and book retailing,2010,Australia,AUS,1144260547872.81,2.05294200395332,100,20.8738652537682,19.842519200141,22031750,Adjusted_turnover,4585.9
Newspaper and book retailing,2011,Australia,AUS,1394280784777.68,2.45110508268402,103.303850156087,20.5050985738418,21.4728411936199,22340024,Turnover,4533.6
Newspaper and book retailing,2011,Australia,AUS,1394280784777.68,2.45110508268402,103.303850156087,20.5050985738418,21.4728411936199,22340024,Adjusted_turnover,4388.6070007554945
Newspaper and book retailing,2012,Australia,AUS,1543411012579.91,3.89194002647891,105.124869927159,21.7681052912881,21.5189738107964,22742475,Turnover,4306.9
Newspaper and book retailing,2012,Australia,AUS,1543411012579.91,3.89194002647891,105.124869927159,21.7681052912881,21.5189738107964,22742475,Adjusted_turnover,4096.937292749328
Newspaper and book retailing,2013,Australia,AUS,1573696522006.77,2.63948235705639,107.700312174818,21.285861624297,19.9877174384992,23145901,Turnover,3734.2000000000003
Newspaper and book retailing,2013,Australia,AUS,1573696522006.77,2.63948235705639,107.700312174818,21.285861624297,19.9877174384992,23145901,Adjusted_turnover,3467.2137198067603
Newspaper and book retailing,2014,Australia,AUS,1464955475993.76,2.55833752286902,110.379812695109,21.5040832798588,21.0757650196519,23504138,Turnover,3648.5
Newspaper and book retailing,2014,Australia,AUS,1464955475993.76,2.55833752286902,110.379812695109,21.5040832798588,21.0757650196519,23504138,Adjusted_turnover,3305.4051378741533
Newspaper and book retailing,2015,Australia,AUS,1349034029453.37,2.35113644074406,112.044745057232,21.5344232529339,20.0129640731119,23850784,Turnover,3333.5
Newspaper and book retailing,2015,Australia,AUS,1349034029453.37,2.35113644074406,112.044745057232,21.5344232529339,20.0129640731119,23850784,Adjusted_turnover,2975.1506849315083
Newspaper and book retailing,2016,Australia,AUS,1208039015868.39,2.82731051096303,113.475546305931,21.5184465691816,19.2530266256288,24210809,Turnover,3206.5
Newspaper and book retailing,2016,Australia,AUS,1208039015868.39,2.82731051096303,113.475546305931,21.5184465691816,19.2530266256288,24210809,Adjusted_turnover,2825.718936267775
Newspaper and book retailing,2017,Australia,AUS,1323421072479.07,1.95757542160659,115.686784599376,20.6226164342654,21.2703536282629,24598933,Turnover,3156.2
Newspaper and book retailing,2017,Australia,AUS,1323421072479.07,1.95757542160659,115.686784599376,20.6226164342654,21.2703536282629,24598933,Adjusted_turnover,2728.228648527089
Newspaper and book retailing,2018,NA,NA,NA,NA,NA,NA,NA,NA,Turnover,2914
Newspaper and book retailing,2018,NA,NA,NA,NA,NA,NA,NA,NA,Adjusted_turnover,NA
